liczba_przypadkow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;data_raportu;stan_rekordu_na;wojewodztwo
2;0;0;0;2;12;2686;1116;2;1113;1;t06;20210816;2021-08-15;Lubelskie
5;0;0;0;2;4;1572;553;5;546;2;t08;20210816;2021-08-15;Lubuskie
7;0;0;0;10;6;4910;1387;9;1376;2;t10;20210816;2021-08-15;Łódzkie
4;0;0;0;4;31;3779;2762;5;2755;2;t12;20210816;2021-08-15;Małopolskie
20;0;0;0;53;19;18584;3025;22;3000;3;t14;20210816;2021-08-15;Mazowieckie
4;0;0;0;0;9;1575;576;4;572;0;t16;20210816;2021-08-15;Opolskie
7;0;0;0;5;7;1812;1496;9;1487;0;t18;20210816;2021-08-15;Podkarpackie
3;0;0;0;0;12;1254;588;3;585;0;t20;20210816;2021-08-15;Podlaskie
13;0;0;0;5;8;3607;1748;14;1733;1;t22;20210816;2021-08-15;Pomorskie
7;0;0;0;2;17;5264;2773;10;2758;5;t24;20210816;2021-08-15;Śląskie
1;0;0;0;0;5;934;727;2;723;2;t26;20210816;2021-08-15;Świętokrzyskie
4;0;0;0;3;6;1195;729;4;724;1;t28;20210816;2021-08-15;Warmińsko-mazurskie
26;0;0;0;17;21;5339;1533;28;1503;2;t30;20210816;2021-08-15;Wielkopolskie
3;0;0;0;2;2;2107;994;3;989;2;t32;20210816;2021-08-15;Zachodniopomorskie
221;7;4;3;2532;154;63155;48678;279;48327;72;t00;20210817;2021-08-16;cały kraj
15;3;3;0;183;10;5985;2913;18;2893;2;t02;20210817;2021-08-16;Dolnośląskie
9;0;0;0;124;14;1874;2069;12;2049;8;t04;20210817;2021-08-16;Kujawsko-pomorskie
16;0;0;0;180;11;2860;2285;18;2261;6;t06;20210817;2021-08-16;Lubelskie
1;0;0;0;61;5;1560;999;2;996;1;t08;20210817;2021-08-16;Lubuskie
12;0;0;0;146;4;4821;3803;17;3770;16;t10;20210817;2021-08-16;Łódzkie
21;0;0;0;233;19;3994;3678;24;3652;2;t12;20210817;2021-08-16;Małopolskie
27;0;0;0;444;15;18157;6432;40;6379;13;t14;20210817;2021-08-16;Mazowieckie
3;0;0;0;54;3;1604;1283;7;1276;0;t16;20210817;2021-08-16;Opolskie
18;0;0;0;137;5;2000;2829;26;2803;0;t18;20210817;2021-08-16;Podkarpackie
18;0;0;0;90;11;1325;1363;22;1338;3;t20;20210817;2021-08-16;Podlaskie
10;1;1;0;172;8;3567;2903;10;2889;4;t22;20210817;2021-08-16;Pomorskie
19;3;0;3;281;15;5494;5313;22;5284;7;t24;20210817;2021-08-16;Śląskie
9;0;0;0;42;6;929;1330;10;1319;1;t26;20210817;2021-08-16;Świętokrzyskie
7;0;0;0;77;8;1249;1667;8;1658;1;t28;20210817;2021-08-16;Warmińsko-mazurskie
16;0;0;0;211;6;5514;3096;21;3068;7;t30;20210817;2021-08-16;Wielkopolskie
11;0;0;0;93;11;2197;2074;12;2062;0;t32;20210817;2021-08-16;Zachodniopomorskie
208;1;0;1;1812;93;61500;42300;260;41976;64;t00;20210818;2021-08-17;cały kraj
13;0;0;0;122;9;5926;2745;15;2721;9;t02;20210818;2021-08-17;Dolnośląskie
6;0;0;0;88;7;1850;1702;7;1689;6;t04;20210818;2021-08-17;Kujawsko-pomorskie
13;1;0;1;107;1;2797;2046;16;2028;2;t06;20210818;2021-08-17;Lubelskie
2;0;0;0;35;4;1510;1060;2;1057;1;t08;20210818;2021-08-17;Lubuskie
15;0;0;0;125;1;4597;3120;22;3089;9;t10;20210818;2021-08-17;Łódzkie
23;0;0;0;135;7;3863;3343;28;3314;1;t12;20210818;2021-08-17;Małopolskie
37;0;0;0;357;12;17564;5542;45;5486;11;t14;20210818;2021-08-17;Mazowieckie
8;0;0;0;66;2;1549;943;8;934;1;t16;20210818;2021-08-17;Opolskie
14;0;0;0;88;5;1957;2366;24;2339;3;t18;20210818;2021-08-17;Podkarpackie
12;0;0;0;39;5;1285;1104;13;1089;2;t20;20210818;2021-08-17;Podlaskie
13;0;0;0;135;13;3532;2413;16;2395;2;t22;20210818;2021-08-17;Pomorskie
15;0;0;0;190;10;5335;4744;18;4718;8;t24;20210818;2021-08-17;Śląskie
5;0;0;0;40;2;915;1229;9;1220;0;t26;20210818;2021-08-17;Świętokrzyskie
9;0;0;0;74;6;1209;1292;9;1282;1;t28;20210818;2021-08-17;Warmińsko-mazurskie
12;0;0;0;129;6;5386;2590;13;2575;2;t30;20210818;2021-08-17;Wielkopolskie
6;0;0;0;79;2;2197;1789;10;1777;2;t32;20210818;2021-08-17;Zachodniopomorskie
197;4;2;2;1732;234;60042;38238;243;37944;51;t00;20210819;2021-08-18;cały kraj
13;0;0;0;122;15;5797;2440;15;2422;3;t02;20210819;2021-08-18;Dolnośląskie
7;0;0;0;93;14;1764;1557;9;1544;4;t04;20210819;2021-08-18;Kujawsko-pomorskie
13;0;0;0;90;27;2738;1848;14;1831;3;t06;20210819;2021-08-18;Lubelskie
3;0;0;0;35;6;1486;850;3;847;0;t08;20210819;2021-08-18;Lubuskie
13;0;0;0;104;5;4520;2583;15;2563;5;t10;20210819;2021-08-18;Łódzkie
25;1;0;1;156;27;3734;2883;32;2849;2;t12;20210819;2021-08-18;Małopolskie
29;2;2;0;314;27;17232;5070;33;5030;7;t14;20210819;2021-08-18;Mazowieckie
8;0;0;0;50;3;1548;1077;8;1069;0;t16;20210819;2021-08-18;Opolskie
15;0;0;0;73;14;1869;2136;28;2106;2;t18;20210819;2021-08-18;Podkarpackie
7;0;0;0;55;33;1271;1021;8;1012;1;t20;20210819;2021-08-18;Podlaskie
16;0;0;0;136;13;3554;2232;18;2208;6;t22;20210819;2021-08-18;Pomorskie
14;1;0;1;203;14;5099;4151;20;4123;8;t24;20210819;2021-08-18;Śląskie
1;0;0;0;24;5;883;1099;5;1093;1;t26;20210819;2021-08-18;Świętokrzyskie
5;0;0;0;67;9;1173;1434;6;1427;1;t28;20210819;2021-08-18;Warmińsko-mazurskie
9;0;0;0;146;9;5257;2461;9;2448;4;t30;20210819;2021-08-18;Wielkopolskie
11;0;0;0;61;12;2088;1630;12;1617;1;t32;20210819;2021-08-18;Zachodniopomorskie
212;4;3;1;1731;232;59999;38847;262;38522;63;t00;20210820;2021-08-19;cały kraj
13;0;0;0;140;11;5783;2536;15;2518;3;t02;20210820;2021-08-19;Dolnośląskie
13;0;0;0;70;7;1781;1497;16;1476;5;t04;20210820;2021-08-19;Kujawsko-pomorskie
9;1;1;0;126;19;2799;1778;10;1766;2;t06;20210820;2021-08-19;Lubelskie
2;0;0;0;39;2;1545;911;4;905;2;t08;20210820;2021-08-19;Lubuskie
14;0;0;0;111;13;4438;2673;15;2654;4;t10;20210820;2021-08-19;Łódzkie
30;0;0;0;153;23;3663;3154;36;3114;4;t12;20210820;2021-08-19;Małopolskie
31;2;2;0;339;41;17373;4660;36;4610;14;t14;20210820;2021-08-19;Mazowieckie
3;0;0;0;50;6;1528;973;4;968;1;t16;20210820;2021-08-19;Opolskie
12;0;0;0;90;12;1868;2331;24;2306;1;t18;20210820;2021-08-19;Podkarpackie
11;0;0;0;51;6;1209;998;12;985;1;t20;20210820;2021-08-19;Podlaskie
11;0;0;0;106;21;3471;2255;11;2240;4;t22;20210820;2021-08-19;Pomorskie
19;0;0;0;172;24;5053;4429;24;4395;10;t24;20210820;2021-08-19;Śląskie
1;1;0;1;34;9;833;1112;2;1109;1;t26;20210820;2021-08-19;Świętokrzyskie
8;0;0;0;55;9;1168;1197;10;1186;1;t28;20210820;2021-08-19;Warmińsko-mazurskie
15;0;0;0;127;16;5328;2466;19;2442;5;t30;20210820;2021-08-19;Wielkopolskie
17;0;0;0;66;10;2133;1594;20;1572;2;t32;20210820;2021-08-19;Zachodniopomorskie
222;1;1;0;1833;232;60581;44492;267;44178;47;t00;20210821;2021-08-20;cały kraj
9;0;0;0;116;18;5810;2603;12;2590;1;t02;20210821;2021-08-20;Dolnośląskie
17;0;0;0;88;9;1788;1864;20;1841;3;t04;20210821;2021-08-20;Kujawsko-pomorskie
10;0;0;0;108;19;2623;2388;12;2374;2;t06;20210821;2021-08-20;Lubelskie
3;0;0;0;47;4;1617;1023;3;1020;0;t08;20210821;2021-08-20;Lubuskie
19;0;0;0;89;17;4392;2952;22;2924;6;t10;20210821;2021-08-20;Łódzkie
32;0;0;0;180;27;3679;4042;37;4001;4;t12;20210821;2021-08-20;Małopolskie
27;0;0;0;362;39;17930;5679;35;5633;11;t14;20210821;2021-08-20;Mazowieckie
3;0;0;0;38;4;1515;1309;3;1305;1;t16;20210821;2021-08-20;Opolskie
14;0;0;0;109;13;1828;2808;17;2790;1;t18;20210821;2021-08-20;Podkarpackie
14;0;0;0;47;7;1190;1165;16;1147;2;t20;20210821;2021-08-20;Podlaskie
14;0;0;0;130;20;3567;2779;17;2759;3;t22;20210821;2021-08-20;Pomorskie
16;1;1;0;214;15;5154;5501;19;5478;4;t24;20210821;2021-08-20;Śląskie
7;0;0;0;51;6;836;1205;8;1196;1;t26;20210821;2021-08-20;Świętokrzyskie
10;0;0;0;37;7;1106;1645;14;1631;0;t28;20210821;2021-08-20;Warmińsko-mazurskie
15;0;0;0;156;11;5370;3064;16;3042;6;t30;20210821;2021-08-20;Wielkopolskie
7;0;0;0;58;15;2149;1822;8;1814;0;t32;20210821;2021-08-20;Zachodniopomorskie
185;0;0;0;298;188;58540;33497;230;33223;44;t00;20210822;2021-08-21;cały kraj
10;0;0;0;15;14;5645;1960;10;1949;1;t02;20210822;2021-08-21;Dolnośląskie
4;0;0;0;3;9;1693;1305;5;1294;6;t04;20210822;2021-08-21;Kujawsko-pomorskie
4;0;0;0;14;13;2512;1435;7;1426;2;t06;20210822;2021-08-21;Lubelskie
5;0;0;0;2;15;1541;576;7;569;0;t08;20210822;2021-08-21;Lubuskie
4;0;0;0;12;7;4272;2013;7;1999;7;t10;20210822;2021-08-21;Łódzkie
16;0;0;0;27;21;3465;3383;19;3361;3;t12;20210822;2021-08-21;Małopolskie
32;0;0;0;118;29;17623;4107;37;4062;8;t14;20210822;2021-08-21;Mazowieckie
18;0;0;0;1;3;1404;1008;20;988;0;t16;20210822;2021-08-21;Opolskie
16;0;0;0;57;5;1717;2164;28;2134;2;t18;20210822;2021-08-21;Podkarpackie
6;0;0;0;13;2;1154;954;8;946;0;t20;20210822;2021-08-21;Podlaskie
13;0;0;0;4;12;3359;1708;13;1693;2;t22;20210822;2021-08-21;Pomorskie
20;0;0;0;5;23;4885;3498;24;3469;5;t24;20210822;2021-08-21;Śląskie
5;0;0;0;2;3;795;934;5;928;1;t26;20210822;2021-08-21;Świętokrzyskie
6;0;0;0;2;6;1024;818;7;811;0;t28;20210822;2021-08-21;Warmińsko-mazurskie
13;0;0;0;23;12;5356;1997;17;1978;2;t30;20210822;2021-08-21;Wielkopolskie
4;0;0;0;0;8;2070;1363;7;1355;1;t32;20210822;2021-08-21;Zachodniopomorskie
107;0;0;0;134;222;57384;22427;122;22285;20;t00;20210823;2021-08-22;cały kraj
3;0;0;0;1;13;5455;1212;4;1206;2;t02;20210823;2021-08-22;Dolnośląskie
2;0;0;0;4;8;1634;786;3;781;2;t04;20210823;2021-08-22;Kujawsko-pomorskie
3;0;0;0;2;10;2450;786;3;783;0;t06;20210823;2021-08-22;Lubelskie
0;0;0;0;2;6;1582;521;0;520;1;t08;20210823;2021-08-22;Lubuskie
5;0;0;0;8;8;4256;1228;6;1220;2;t10;20210823;2021-08-22;Łódzkie
10;0;0;0;6;20;3430;2302;11;2288;3;t12;20210823;2021-08-22;Małopolskie
11;0;0;0;72;31;17288;2808;12;2796;0;t14;20210823;2021-08-22;Mazowieckie
4;0;0;0;1;5;1335;461;5;456;0;t16;20210823;2021-08-22;Opolskie
13;0;0;0;6;17;1635;1634;15;1618;1;t18;20210823;2021-08-22;Podkarpackie
4;0;0;0;9;5;1173;510;4;504;2;t20;20210823;2021-08-22;Podlaskie
14;0;0;0;0;23;3383;1581;16;1563;2;t22;20210823;2021-08-22;Pomorskie
16;0;0;0;11;36;4789;2465;18;2446;1;t24;20210823;2021-08-22;Śląskie
5;0;0;0;0;7;751;724;5;719;0;t26;20210823;2021-08-22;Świętokrzyskie
1;0;0;0;4;4;1017;707;1;706;0;t28;20210823;2021-08-22;Warmińsko-mazurskie
4;0;0;0;7;16;5143;1321;6;1312;3;t30;20210823;2021-08-22;Wielkopolskie
7;0;0;0;1;10;2035;936;8;927;1;t32;20210823;2021-08-22;Zachodniopomorskie
233;8;4;4;2795;191;59147;45477;276;45130;71;t00;20210824;2021-08-23;cały kraj
17;0;0;0;212;3;5686;2853;20;2831;2;t02;20210824;2021-08-23;Dolnośląskie
8;2;1;1;138;8;1695;1927;10;1911;6;t04;20210824;2021-08-23;Kujawsko-pomorskie
9;0;0;0;155;5;2602;2416;13;2398;5;t06;20210824;2021-08-23;Lubelskie
4;0;0;0;79;5;1595;1145;5;1139;1;t08;20210824;2021-08-23;Lubuskie
13;0;0;0;223;12;4461;3271;15;3253;3;t10;20210824;2021-08-23;Łódzkie
24;2;1;1;238;24;3706;3513;26;3483;4;t12;20210824;2021-08-23;Małopolskie
45;0;0;0;471;31;17047;5675;51;5614;10;t14;20210824;2021-08-23;Mazowieckie
3;0;0;0;60;9;1363;1148;4;1144;0;t16;20210824;2021-08-23;Opolskie
15;0;0;0;135;15;1751;2772;20;2750;2;t18;20210824;2021-08-23;Podkarpackie
8;0;0;0;93;6;1245;1322;10;1310;2;t20;20210824;2021-08-23;Podlaskie
24;0;0;0;174;8;3544;2630;28;2594;8;t22;20210824;2021-08-23;Pomorskie
28;1;1;0;316;15;5082;5012;32;4972;8;t24;20210824;2021-08-23;Śląskie
3;0;0;0;52;12;825;1288;3;1282;3;t26;20210824;2021-08-23;Świętokrzyskie
6;3;1;2;91;12;1149;1575;8;1564;3;t28;20210824;2021-08-23;Warmińsko-mazurskie
6;0;0;0;241;17;5281;2736;8;2724;4;t30;20210824;2021-08-23;Wielkopolskie
11;0;0;0;110;6;2083;1827;14;1809;4;t32;20210824;2021-08-23;Zachodniopomorskie
234;5;1;4;1949;146;58125;40353;298;39978;77;t00;20210825;2021-08-24;cały kraj
12;0;0;0;165;22;5596;2325;18;2302;5;t02;20210825;2021-08-24;Dolnośląskie
10;0;0;0;114;2;1720;1686;14;1669;3;t04;20210825;2021-08-24;Kujawsko-pomorskie
10;1;1;0;98;2;2694;2594;12;2577;5;t06;20210825;2021-08-24;Lubelskie
2;0;0;0;38;2;1553;946;2;941;3;t08;20210825;2021-08-24;Lubuskie
11;0;0;0;125;10;4254;2940;22;2913;5;t10;20210825;2021-08-24;Łódzkie
35;0;0;0;185;10;3682;3140;42;3096;2;t12;20210825;2021-08-24;Małopolskie
24;1;0;1;371;22;16783;5081;27;5035;19;t14;20210825;2021-08-24;Mazowieckie
5;0;0;0;42;3;1323;866;7;858;1;t16;20210825;2021-08-24;Opolskie
22;0;0;0;78;5;1728;2344;26;2315;3;t18;20210825;2021-08-24;Podkarpackie
15;1;0;1;67;13;1257;1123;18;1102;3;t20;20210825;2021-08-24;Podlaskie
18;0;0;0;130;9;3423;2281;23;2252;6;t22;20210825;2021-08-24;Pomorskie
20;0;0;0;217;12;4965;4407;23;4382;2;t24;20210825;2021-08-24;Śląskie
6;0;0;0;40;5;795;1264;8;1247;9;t26;20210825;2021-08-24;Świętokrzyskie
11;1;0;1;69;4;1108;1372;12;1358;2;t28;20210825;2021-08-24;Warmińsko-mazurskie
12;0;0;0;122;20;5128;2538;14;2521;3;t30;20210825;2021-08-24;Wielkopolskie
13;1;0;1;87;4;2088;1734;20;1713;1;t32;20210825;2021-08-24;Zachodniopomorskie
251;3;2;1;1919;244;56581;37768;291;37424;53;t00;20210826;2021-08-25;cały kraj
23;0;0;0;127;17;5442;2443;25;2415;3;t02;20210826;2021-08-25;Dolnośląskie
9;0;0;0;108;10;1642;1565;10;1550;5;t04;20210826;2021-08-25;Kujawsko-pomorskie
7;0;0;0;101;14;2671;1765;9;1753;3;t06;20210826;2021-08-25;Lubelskie
6;1;0;1;35;7;1479;949;7;941;1;t08;20210826;2021-08-25;Lubuskie
18;2;2;0;138;11;4101;2528;26;2499;3;t10;20210826;2021-08-25;Łódzkie
23;0;0;0;172;31;3659;2875;27;2844;4;t12;20210826;2021-08-25;Małopolskie
37;0;0;0;376;36;16501;4838;44;4790;4;t14;20210826;2021-08-25;Mazowieckie
7;0;0;0;43;1;1326;992;7;984;1;t16;20210826;2021-08-25;Opolskie
16;0;0;0;86;16;1702;2234;19;2212;3;t18;20210826;2021-08-25;Podkarpackie
10;0;0;0;58;20;1255;1021;11;1010;0;t20;20210826;2021-08-25;Podlaskie
11;0;0;0;125;19;3242;2232;15;2215;2;t22;20210826;2021-08-25;Pomorskie
29;0;0;0;192;19;4790;4118;33;4076;9;t24;20210826;2021-08-25;Śląskie
10;0;0;0;31;11;758;1110;10;1098;2;t26;20210826;2021-08-25;Świętokrzyskie
9;0;0;0;84;7;1142;1493;10;1480;3;t28;20210826;2021-08-25;Warmińsko-mazurskie
13;0;0;0;150;9;4887;2200;13;2185;2;t30;20210826;2021-08-25;Wielkopolskie
11;0;0;0;93;11;1953;1608;13;1590;5;t32;20210826;2021-08-25;Zachodniopomorskie
258;3;1;2;1836;225;55764;37849;308;37485;56;t00;20210827;2021-08-26;cały kraj
9;0;0;0;122;15;5396;2355;10;2338;7;t02;20210827;2021-08-26;Dolnośląskie
10;0;0;0;101;6;1638;1508;13;1495;0;t04;20210827;2021-08-26;Kujawsko-pomorskie
13;0;0;0;110;11;2625;1880;15;1861;4;t06;20210827;2021-08-26;Lubelskie
3;0;0;0;38;5;1465;866;4;859;3;t08;20210827;2021-08-26;Lubuskie
16;0;0;0;121;18;4055;2663;18;2641;4;t10;20210827;2021-08-26;Łódzkie
23;0;0;0;160;23;3543;3131;24;3102;5;t12;20210827;2021-08-26;Małopolskie
51;0;0;0;352;39;16537;4730;62;4657;11;t14;20210827;2021-08-26;Mazowieckie
6;0;0;0;27;7;1299;981;7;973;1;t16;20210827;2021-08-26;Opolskie
24;0;0;0;89;17;1624;1975;36;1937;2;t18;20210827;2021-08-26;Podkarpackie
8;0;0;0;51;8;1185;884;9;874;1;t20;20210827;2021-08-26;Podlaskie
26;0;0;0;139;12;3228;2456;30;2419;7;t22;20210827;2021-08-26;Pomorskie
20;1;0;1;187;19;4616;4247;22;4221;4;t24;20210827;2021-08-26;Śląskie
6;0;0;0;38;10;738;1147;9;1138;0;t26;20210827;2021-08-26;Świętokrzyskie
7;0;0;0;50;15;1124;1157;7;1150;0;t28;20210827;2021-08-26;Warmińsko-mazurskie
18;1;1;0;169;13;4760;2450;19;2426;5;t30;20210827;2021-08-26;Wielkopolskie
9;1;0;1;81;7;1897;1518;14;1502;2;t32;20210827;2021-08-26;Zachodniopomorskie
290;5;1;4;2060;218;55511;42825;354;42404;67;t00;20210828;2021-08-27;cały kraj
15;0;0;0;168;13;5409;2882;26;2851;5;t02;20210828;2021-08-27;Dolnośląskie
8;0;0;0;91;18;1586;1690;10;1678;2;t04;20210828;2021-08-27;Kujawsko-pomorskie
16;0;0;0;106;12;2546;2220;22;2198;0;t06;20210828;2021-08-27;Lubelskie
5;0;0;0;53;6;1399;1017;6;1011;0;t08;20210828;2021-08-27;Lubuskie
18;0;0;0;159;14;4034;2725;22;2694;9;t10;20210828;2021-08-27;Łódzkie
32;0;0;0;185;32;3447;3722;38;3681;3;t12;20210828;2021-08-27;Małopolskie
51;0;0;0;369;30;16599;5024;61;4947;16;t14;20210828;2021-08-27;Mazowieckie
8;0;0;0;59;9;1398;1244;11;1229;4;t16;20210828;2021-08-27;Opolskie
16;1;1;0;136;17;1554;2640;20;2616;4;t18;20210828;2021-08-27;Podkarpackie
12;0;0;0;56;7;1196;1110;14;1094;2;t20;20210828;2021-08-27;Podlaskie
14;0;0;0;134;13;3233;2309;16;2291;2;t22;20210828;2021-08-27;Pomorskie
33;1;0;1;190;17;4623;4709;38;4662;9;t24;20210828;2021-08-27;Śląskie
7;1;0;1;38;5;718;1178;8;1169;1;t26;20210828;2021-08-27;Świętokrzyskie
5;0;0;0;61;2;1094;1392;6;1385;1;t28;20210828;2021-08-27;Warmińsko-mazurskie
19;1;0;1;164;10;4745;2549;22;2524;3;t30;20210828;2021-08-27;Wielkopolskie
20;1;0;1;89;11;1894;1587;21;1565;1;t32;20210828;2021-08-27;Zachodniopomorskie
204;0;0;0;334;208;53308;31891;249;31591;51;t00;20210829;2021-08-28;cały kraj
10;0;0;0;18;19;5194;1610;12;1595;3;t02;20210829;2021-08-28;Dolnośląskie
7;0;0;0;4;9;1474;1109;8;1096;5;t04;20210829;2021-08-28;Kujawsko-pomorskie
9;0;0;0;10;9;2384;1629;12;1614;3;t06;20210829;2021-08-28;Lubelskie
5;0;0;0;5;2;1310;552;6;546;0;t08;20210829;2021-08-28;Lubuskie
10;0;0;0;21;20;3942;2111;14;2094;3;t10;20210829;2021-08-28;Łódzkie
30;0;0;0;48;30;3248;3220;32;3183;5;t12;20210829;2021-08-28;Małopolskie
33;0;0;0;78;30;16179;3648;38;3601;9;t14;20210829;2021-08-28;Mazowieckie
4;0;0;0;2;5;1269;769;5;763;1;t16;20210829;2021-08-28;Opolskie
15;0;0;0;84;11;1495;2351;21;2330;0;t18;20210829;2021-08-28;Podkarpackie
13;0;0;0;7;5;1128;781;13;768;0;t20;20210829;2021-08-28;Podlaskie
13;0;0;0;3;11;3058;1829;14;1813;2;t22;20210829;2021-08-28;Pomorskie
17;0;0;0;13;17;4461;3304;18;3280;6;t24;20210829;2021-08-28;Śląskie
7;0;0;0;2;3;675;1056;19;1033;4;t26;20210829;2021-08-28;Świętokrzyskie
3;0;0;0;8;8;1001;737;4;733;0;t28;20210829;2021-08-28;Warmińsko-mazurskie
11;0;0;0;21;13;4587;1757;14;1739;4;t30;20210829;2021-08-28;Wielkopolskie
7;0;0;0;9;14;1871;1298;8;1288;2;t32;20210829;2021-08-28;Zachodniopomorskie
151;0;0;0;119;232;52181;22077;181;21851;45;t00;20210830;2021-08-29;cały kraj
8;0;0;0;4;8;4994;1233;9;1222;2;t02;20210830;2021-08-29;Dolnośląskie
3;0;0;0;10;16;1484;847;8;833;6;t04;20210830;2021-08-29;Kujawsko-pomorskie
5;0;0;0;0;11;2295;1025;6;1017;2;t06;20210830;2021-08-29;Lubelskie
3;0;0;0;2;3;1233;443;3;438;2;t08;20210830;2021-08-29;Lubuskie
6;0;0;0;4;13;3831;1386;7;1376;3;t10;20210830;2021-08-29;Łódzkie
18;0;0;0;6;34;3228;2321;20;2298;3;t12;20210830;2021-08-29;Małopolskie
29;0;0;0;78;30;15847;2789;32;2755;2;t14;20210830;2021-08-29;Mazowieckie
1;0;0;0;1;5;1268;459;1;458;0;t16;20210830;2021-08-29;Opolskie
14;0;0;0;5;12;1466;1379;18;1356;5;t18;20210830;2021-08-29;Podkarpackie
7;0;0;0;0;13;1149;608;8;599;1;t20;20210830;2021-08-29;Podlaskie
16;0;0;0;0;16;3051;1377;17;1356;4;t22;20210830;2021-08-29;Pomorskie
11;0;0;0;1;21;4363;2314;13;2293;8;t24;20210830;2021-08-29;Śląskie
4;0;0;0;1;7;672;644;6;638;0;t26;20210830;2021-08-29;Świętokrzyskie
0;0;0;0;2;11;1014;624;0;623;1;t28;20210830;2021-08-29;Warmińsko-mazurskie
4;0;0;0;5;21;4403;1261;4;1257;0;t30;20210830;2021-08-29;Wielkopolskie
19;0;0;0;0;6;1853;900;25;873;2;t32;20210830;2021-08-29;Zachodniopomorskie
285;5;2;3;3229;207;53487;44696;339;44288;69;t00;20210831;2021-08-30;cały kraj
9;0;0;0;236;9;5110;2879;14;2860;5;t02;20210831;2021-08-30;Dolnośląskie
6;0;0;0;194;11;1624;2039;6;2029;4;t04;20210831;2021-08-30;Kujawsko-pomorskie
28;2;0;2;206;8;2564;2370;31;2339;0;t06;20210831;2021-08-30;Lubelskie
2;0;0;0;94;6;1264;1042;4;1037;1;t08;20210831;2021-08-30;Lubuskie
28;1;1;0;210;6;3828;3380;30;3337;13;t10;20210831;2021-08-30;Łódzkie
37;0;0;0;300;21;3474;3542;45;3493;4;t12;20210831;2021-08-30;Małopolskie
45;0;0;0;554;32;15512;5324;54;5251;19;t14;20210831;2021-08-30;Mazowieckie
5;0;0;0;58;16;1308;1102;5;1097;0;t16;20210831;2021-08-30;Opolskie
16;0;0;0;150;11;1602;2823;18;2803;2;t18;20210831;2021-08-30;Podkarpackie
16;0;0;0;126;16;1241;1336;22;1312;2;t20;20210831;2021-08-30;Podlaskie
15;0;0;0;214;14;3051;2266;18;2246;2;t22;20210831;2021-08-30;Pomorskie
19;1;0;1;321;22;4582;4926;23;4895;8;t24;20210831;2021-08-30;Śląskie
9;0;0;0;68;9;741;1359;10;1347;2;t26;20210831;2021-08-30;Świętokrzyskie
9;0;0;0;113;8;1090;1474;10;1464;0;t28;20210831;2021-08-30;Warmińsko-mazurskie
18;1;1;0;246;11;4512;2708;20;2685;3;t30;20210831;2021-08-30;Wielkopolskie
20;0;0;0;139;7;1955;2005;26;1976;3;t32;20210831;2021-08-30;Zachodniopomorskie
366;13;5;8;2440;147;52777;40879;454;40373;52;t00;20210901;2021-08-31;cały kraj
22;0;0;0;200;7;5052;2563;24;2536;3;t02;20210901;2021-08-31;Dolnośląskie
15;0;0;0;124;2;1598;1779;21;1754;4;t04;20210901;2021-08-31;Kujawsko-pomorskie
19;0;0;0;136;6;2590;1884;27;1855;2;t06;20210901;2021-08-31;Lubelskie
5;1;0;1;43;1;1266;1031;6;1024;1;t08;20210901;2021-08-31;Lubuskie
21;1;0;1;199;9;3776;2885;22;2859;4;t10;20210901;2021-08-31;Łódzkie
37;1;0;1;231;17;3466;3125;42;3077;6;t12;20210901;2021-08-31;Małopolskie
47;1;1;0;423;23;15399;5422;63;5345;14;t14;20210901;2021-08-31;Mazowieckie
12;1;0;1;60;3;1302;883;14;869;0;t16;20210901;2021-08-31;Opolskie
28;1;0;1;97;15;1553;2635;39;2594;2;t18;20210901;2021-08-31;Podkarpackie
25;0;0;0;70;4;1187;1102;30;1071;1;t20;20210901;2021-08-31;Podlaskie
25;5;3;2;164;17;2947;2605;25;2578;2;t22;20210901;2021-08-31;Pomorskie
31;0;0;0;257;22;4559;4442;40;4398;4;t24;20210901;2021-08-31;Śląskie
9;0;0;0;43;5;748;1301;13;1287;1;t26;20210901;2021-08-31;Świętokrzyskie
12;1;1;0;73;1;1037;1236;14;1222;0;t28;20210901;2021-08-31;Warmińsko-mazurskie
16;0;0;0;181;8;4353;2709;20;2684;5;t30;20210901;2021-08-31;Wielkopolskie
32;1;0;1;133;5;1918;1702;44;1656;2;t32;20210901;2021-08-31;Zachodniopomorskie
390;7;2;5;2387;240;51690;39273;486;38725;62;t00;20210902;2021-09-01;cały kraj
19;1;0;1;148;18;4886;2398;24;2369;5;t02;20210902;2021-09-01;Dolnośląskie
17;0;0;0;114;9;1546;1509;25;1477;7;t04;20210902;2021-09-01;Kujawsko-pomorskie
40;1;0;1;126;6;2578;1803;45;1757;1;t06;20210902;2021-09-01;Lubelskie
4;0;0;0;53;4;1197;1080;5;1071;4;t08;20210902;2021-09-01;Lubuskie
35;2;0;2;149;15;3617;2755;42;2711;2;t10;20210902;2021-09-01;Łódzkie
58;1;1;0;218;30;3396;3198;61;3133;4;t12;20210902;2021-09-01;Małopolskie
